applicant_id,ktp_number,nama_lengkap,jenis_kelamin,tanggal_lahir,usia,status_pernikahan,jumlah_tanggungan,pendidikan_terakhir,jenis_pekerjaan,lama_bekerja_tahun,pendapatan_bulanan,kota,provinsi,no_telepon,hutang_bulanan_existing
APP00337,3470041005904810,Oki Santoso,Laki-laki,1974-01-24,52,Belum Menikah,0,SD,Swasta,7,2440000,Pontianak,Kalimantan Barat,087763480797,0
APP00338,3113141604658669,Nanda Wijaya,laki-laki,1982-04-20,43,Belum Menikah,0,SMA,Wiraswasta,23,3670000,Padang,Sumatera Barat,085802437654,0
APP00339,1226040705622191,Rina Wibowo,Female,1963-03-26,63,Belum Menikah,1,SD,Swasta,22,2410000,Banjarmasin,Kalimantan Selatan,081223741678,760000
APP00340,3131022206879783,Cantika Handoko,Wanita,1973-02-02,53,Belum Menikah,0,S3,Swasta,6,16720000,Semarang,Jawa Tengah,085171639282,2560000
APP00341,7124072810693759, Joko Ong ,Pria,1963-03-16,63,Menikah,5,S2,Swasta,6,Rp 12120000,Medan,Sumatera Utara,082226093106,0
APP00342,3654081101710670,  Lia Sitorus,Female,1974-03-04,51,Belum Menikah,0,SMA,BUMN,3,6050000,Tangerang,Banten,082247491624,960000
APP00343,1276172006754522,Endah Manurung,Wanita,2005-11-30,21,Cerai,2,SD,PNS,0,Rp3270000,Bekasi,Jawa Barat,081329109337,960000
APP00344,1233181206881924,Arief Purba,Laki-laki,1974-07-26,51,Cerai,0,SMA,Swasta,9,5660000,Padang,Sumatera Barat,087880294240,990000
APP00345,5152200904710059, Satria Suryadi ,laki-laki,1972-03-17,53,Cerai,3,S2,Wiraswasta,32,13760000,Yogyakarta,DI Yogyakarta,081287884434,0
APP00346,3507082704941904,  Rini Nugroho,PEREMPUAN,1989-10-26,36,Cerai,2,SD,BUMN,4,2230000,Makassar,Sulawesi Selatan,085251842694,0
APP00347,1249092811989026,Dewi Purnama,Wanita,1987-06-30,38,Cerai,0,SMP,Swasta,0,IDR 3240000,Jakarta,DKI Jakarta,085139627365,0
APP00348,3140060607983078,  Teguh Kusuma,Laki-laki,1993-07-13,32,Menikah,1,D3,BUMN,11,8760000,Balikpapan,Kalimantan Timur,085861820916,0
APP00349,3270112812653315, Ayu Nugroho ,P,1989-03-27,36,Menikah,0,SD,TNI/Polri,0,2360000,Jakarta,DKI Jakarta,082145723084,0
APP00350,3637082207678058, Agus Setiawan ,Laki-laki,1973-03-01,53,Menikah,0,SMA,Profesional,14,IDR 6160000,Medan,Sumatera Utara,085151951510,1020000
APP00351,3614091611834349,Eko Daulay,Male,1962-03-12,64,Menikah,4,S1,Swasta,19,7610000,Pontianak,Kalimantan Barat,081222526771,0
APP00352,6153202611812265,Candra Daulay,Male,1996-07-05,29,Belum Menikah,0,SD,BUMN,5,4630000,Depok,Jawa Barat,085768788788,0
APP00353,1403121808681805,  Pandu Kusuma,LAKI-LAKI,1969-12-11,57,Cerai,0,D3,TNI/Polri,14,8320000,Manado,Sulawesi Utara,082147286333,420000
APP00354,7110162710700495, Ferry Santoso ,laki-laki,1980-01-27,45,Menikah,2,S2,TNI/Polri,13,Rp 16710000,Medan,Sumatera Utara,081309622728,1370000
APP00355,3178061703606495,Mega Lubis,Female,1960-01-14,65,Cerai,0,S3,Wiraswasta,9,23760000,Bogor,Jawa Barat,085884984362,0
APP00356,6378032712897822,Fitri Pardede,Female,1980-09-25,46,Menikah,1,S2,BUMN,12,10970000,Yogyakarta,DI Yogyakarta,085720563411,0
APP00357,3525180711623938,Oki Sembiring,L,1995-07-09,31,Belum Menikah,0,SMP,PNS,3,2450000,Bogor,Jawa Barat,087770051405,0
APP00358,1265041703619621,Ira Simatupang,Wanita,1982-05-13,43,Belum Menikah,0,S3,Swasta,3,29160000,Palembang,Sumatera Selatan,081242271133,0
APP00359,3638122007626351,Iwan Handoko,L,1967-10-30,59,Cerai,3,S1,Profesional,21,18370000,Makassar,Sulawesi Selatan,082197102481,0
APP00360,6134160908682032,Gita Pulungan,Wanita,2000-10-13,25,Menikah,0,SMA,BUMN,2,Rp 6400000,Bogor,Jawa Barat,085166927589,1680000
APP00361,6302052802786158, Endah Kusuma ,Wanita,1961-02-13,64,Belum Menikah,0,D3,Profesional,3,13690000,Solo,Jawa Tengah,082267157787,0
APP00362,6128160405890628,Bambang Wibowo,Pria,1993-02-15,33,Belum Menikah,0,S3,Wiraswasta,5,Rp. 24840000,Medan,Sumatera Utara,082259096056,0
APP00363,3239152807933508,Putri Hidayat,PEREMPUAN,1977-10-04,48,Cerai,0,S3,PNS,5,Rp. 17590000,Palembang,Sumatera Selatan,081216542356,2320000
APP00364,7119112212800233, Mega Purba ,Wanita,1961-08-07,65,Belum Menikah,0,D3,TNI/Polri,0,5890000,Makassar,Sulawesi Selatan,085851648072,1470000
APP00365,3445070711960236,Yuli Tarigan,PEREMPUAN,1993-03-06,33,Cerai,1,SMP,PNS,12,Rp 4400000,Medan,Sumatera Utara,085181776655,0
APP00366,5137142105991626,Lia Tan,Perempuan,1978-01-18,48,Belum Menikah,0,SMP,PNS,19,Rp2680000,Bogor,Jawa Barat,081296179817,0
APP00367,6153130106748316,Putra Panjaitan,Male,1970-01-26,56,Belum Menikah,0,SMP,BUMN,30,2970000,Solo,Jawa Tengah,085730600025,860000
APP00368,7155052107716605,Bunga Hartono,P,1979-07-17,46,Cerai,0,SMP,Wiraswasta,12,Rp. 5370000,Manado,Sulawesi Utara,082212819648,0
APP00369,6311191301687434,Made Prabowo,LAKI-LAKI,2005-10-05,21,Belum Menikah,0,SD,PNS,0,Rp. 3870000,Bandung,Jawa Barat,083834383640,0
APP00370,3312031606736403,Fitri Permadi  ,Perempuan,1998-04-16,28,Menikah,0,S1,TNI/Polri,1,13070000,Jakarta,DKI Jakarta,085813665722,1680000
APP00371,3121172405673160,Ani Wibowo,P,1997-12-18,28,Menikah,4,S1,TNI/Polri,7,Rp 13630000,Manado,Sulawesi Utara,087823513052,0
APP00372,1364141707724098,  Bambang Tanoto  ,Male,1992-04-04,33,Belum Menikah,0,SMA,Swasta,8,4770000,Semarang,Jawa Tengah,083146199423,0
APP00373,7309150601924147,Rina Rambe,PEREMPUAN,1985-09-29,41,Belum Menikah,1,S2,Profesional,12,17680000,Solo,Jawa Tengah,083885601256,2760000
APP00374,3628151906749202,  Nanda Siregar,LAKI-LAKI,1981-05-29,44,Belum Menikah,0,S2,BUMN,3,22430000,Bandung,Jawa Barat,087831849196,1190000
APP00375,3676130810614671,  Zahra Siahaan,P,1973-02-17,52,Belum Menikah,0,SD,BUMN,26,5370000,Palembang,Sumatera Selatan,085842608805,540000
APP00376,3664200207797448,Arief Sihombing,Male,1987-11-21,38,Belum Menikah,0,S2,Wiraswasta,12,23850000,Medan,Sumatera Utara,081359103002,0
APP00377,1407092601670787,Made Raharjo,Laki-laki,1993-01-12,33,Menikah,0,SMP,BUMN,8,5750000,Solo,Jawa Tengah,083196422971,0
APP00378,3542160802764854,Made Permadi,LAKI-LAKI,1962-05-06,63,Belum Menikah,1,S2,Wiraswasta,15,19870000,Manado,Sulawesi Utara,082231170303,0
APP00379,7320170403745958,Fatimah Suryadi,Wanita,1968-06-24,58,Menikah,2,SMA,PNS,20,5060000,Balikpapan,Kalimantan Timur,087836314624,0
APP00380,6146090409655807,Dimas Pulungan,laki-laki,2004-04-16,22,Menikah,3,SD,TNI/Polri,0,2150000,Medan,Sumatera Utara,085785074510,0
APP00381,3207080404670871,Firda Daulay,P,1994-09-01,32,Belum Menikah,1,SMP,Swasta,9,3310000,Palembang,Sumatera Selatan,081381439666,0
APP00382,3365201612793910,  Hadi Tanoto  ,Male,1991-12-22,34,Menikah,4,SMP,Wiraswasta,11,Rp 5460000,Depok,Jawa Barat,082157207650,280000
APP00383,6115022701964763,Irfan Pratama,L,1966-12-27,59,Menikah,3,S3,TNI/Polri,0,30210000,Makassar,Sulawesi Selatan,082111457758,0
APP00384,1477160405930340, Bella Napitupulu ,Wanita,1982-11-05,43,Menikah,5,D3,Swasta,16,8960000,Depok,Jawa Barat,083825703965,0
APP00385,3643131907775068,  Ferry Kusuma  ,L,1988-10-03,38,Menikah,4,S2,Wiraswasta,14,22570000,Palembang,Sumatera Selatan,085291679541,7290000
APP00386,3238011501734637,Umar Sulistyo,Laki-laki,1971-10-24,54,Menikah,2,S2,Wiraswasta,10,Rp 21620000,Semarang,Jawa Tengah,085106500425,0
APP00387,3238080208824076,Ela Utomo,Female,1987-05-27,38,Cerai,3,SD,BUMN,6,5390000,Banjarmasin,Kalimantan Selatan,085714494296,0
APP00388,7360180607871574, Tina Santoso ,Wanita,1969-07-24,56,Belum Menikah,0,SMP,Swasta,5,3400000,Palembang,Sumatera Selatan,087857567667,0
APP00389,7138022507686602,Bagus Susanto,Pria,1965-11-06,60,Menikah,2,S3,PNS,32,28180000,Solo,Jawa Tengah,087870104159,6000000
APP00390,1264050811694930,Kurniawan Ginting,Male,1998-08-22,28,Menikah,5,SMA,TNI/Polri,0,5480000,Balikpapan,Kalimantan Timur,081279311029,510000
APP00391,3331180910882019,Yanto Saputra,Male,2004-06-01,22,Belum Menikah,0,SD,BUMN,0,Rp 3560000,Tangerang,Banten,082132883774,690000
APP00392,5119011008679245,Bella Saputra,P,1988-02-05,38,Cerai,3,SMA,Wiraswasta,3,5850000,Manado,Sulawesi Utara,083897052774,0
APP00393,3659050911796455,  Dwi Hutapea,Male,1972-02-04,54,Belum Menikah,0,SMP,Profesional,11,6830000,Pontianak,Kalimantan Barat,085892988425,1820000
APP00394,6142082512751728,Tina Karo,perempuan,1994-08-26,31,Menikah,3,SD,PNS,1,2020000,Yogyakarta,DI Yogyakarta,085761094101,0
APP00395,6326070908884688,Intan Simbolon,Female,1993-11-25,32,Menikah,3,S3,TNI/Polri,7,Rp. 14000000,Padang,Sumatera Barat,087831901302,3380000
APP00396,1427192708925769,Oki Ong,L,1983-07-09,42,Menikah,4,S1,Profesional,20,20890000,Solo,Jawa Tengah,081376619128,0
APP00397,1421100309963956,Gita Nugroho,P,1970-12-05,55,Cerai,2,SD,BUMN,18,2170000,Balikpapan,Kalimantan Timur,085790819740,340000
APP00398,3131160310990580,Muhamad Lubis,Laki-laki,1996-07-28,29,Menikah,5,SMA,BUMN,5,6250000,Depok,Jawa Barat,087791872401,0
APP00399,3126182007619053,Umar Simatupang,Pria,1974-11-07,51,Belum Menikah,0,SMA,TNI/Polri,14,5930000,Tangerang,Banten,083126682171,0
APP00400,1369190201750932,Diana Suryadi  ,perempuan,1990-04-05,35,Menikah,3,SD,Wiraswasta,7,4380000,Bogor,Jawa Barat,085105593429,0
APP00401,3547181011758632,Mega Utomo,PEREMPUAN,1989-07-10,37,Menikah,1,SD,TNI/Polri,11,2200000,Medan,Sumatera Utara,087810569741,0
APP00402,6159040108624429,Dedi Pardede,Pria,1991-05-06,34,Cerai,1,S2,Swasta,13,14650000,Tangerang,Banten,081304967066,1770000
APP00403,3604202506769683,Citra Gunawan,Perempuan,1978-06-30,48,Cerai,0,SMP,Wiraswasta,9,2950000,Palembang,Sumatera Selatan,087766018648,0
APP00404,3536030809785531,Rina Ginting,Perempuan,1981-04-23,45,Menikah,1,SMA,Profesional,7,10950000,Manado,Sulawesi Utara,085244901495,0
APP00405,3453021902779035,Maya Rambe,Perempuan,1975-02-07,50,Menikah,5,D3,PNS,15,9690000,Denpasar,Bali,085144723229,0
APP00406,3533012206940733,Hadi Nugroho,LAKI-LAKI,1977-08-16,49,Cerai,1,S2,BUMN,17,Rp15110000,Surabaya,Jawa Timur,087871813359,3990000
APP00407,7348161010612627,Cantika Lubis,PEREMPUAN,1995-01-26,30,Belum Menikah,0,D3,TNI/Polri,5,5530000,Bandung,Jawa Barat,087701935889,0
APP00408,3473171911956850,Putri Tampubolon,Perempuan,1996-01-26,30,Cerai,0,S2,PNS,10,18470000,Manado,Sulawesi Utara,087809788754,0
APP00409,5147031209921253,Candra Panjaitan,Male,1991-04-12,35,Belum Menikah,0,SMP,Swasta,3,3450000,Tangerang,Banten,082276392836,0
APP00410,1326061501701980,Faisal Harahap,L,2000-02-23,26,Menikah,4,SMA,Swasta,1,5120000,Bekasi,Jawa Barat,085812060212,0
APP00411,7114020312827355,Rina Hutapea,Female,1990-12-31,36,Cerai,2,S2,Wiraswasta,10,15950000,Semarang,Jawa Tengah,085747229812,0
APP00412,3230101606639243,Doni Tarigan,L,1980-11-24,45,Belum Menikah,0,S2,TNI/Polri,16,13480000,Malang,Jawa Timur,085745652203,0
APP00413,3422100910663796,Lia Nasution,perempuan,1982-10-19,43,Menikah,2,SMA,Profesional,9,Rp6350000,Manado,Sulawesi Utara,087882090883,0
APP00414,1216151408761424,Umar Susanto,LAKI-LAKI,1978-04-01,48,Cerai,3,SMA,BUMN,26,6110000,Malang,Jawa Timur,081351315285,510000
APP00415,6341072709620131,Wulan Purnama,P,1960-11-18,65,Menikah,3,S3,TNI/Polri,2,28750000,Pontianak,Kalimantan Barat,082234727274,7520000
APP00416,3154092007973846,Fajar Purnama,Pria,1991-01-04,34,Cerai,1,S3,Profesional,7,38160000,Bandung,Jawa Barat,082143477695,0
APP00417,3615122307687926,Wati Saputra,Wanita,1979-04-03,47,Belum Menikah,1,S3,PNS,21,19040000,Tangerang,Banten,083830448360,3610000
APP00418,3444021008863626,Tari Sulistyo,perempuan,1978-02-13,48,Belum Menikah,0,D3,Wiraswasta,1,7060000,Bogor,Jawa Barat,083819952980,0
APP00419,3369132812744755,Pandu Kusuma,LAKI-LAKI,2001-11-01,25,Cerai,2,S3,Swasta,1,14930000,Bogor,Jawa Barat,082283000818,0
APP00420,1349130512771392,Dina Setiawan  ,P,1991-10-09,35,Menikah,0,SMA,Swasta,7,6820000,Makassar,Sulawesi Selatan,083160089219,590000
APP00421,6149101402746658,Nadia Sembiring,Wanita,2003-11-06,22,Cerai,0,D3,Swasta,0,6060000,Bekasi,Jawa Barat,083188360765,1500000
APP00422,7311041803738026,Sigit Gunawan,Laki-laki,1977-01-13,49,Menikah,5,D3,PNS,3,Rp. 6730000,Manado,Sulawesi Utara,087778930746,630000
APP00423,1372161808803863,Gina Manurung,Female,1969-09-05,57,Cerai,2,SMA,PNS,0,4590000,Semarang,Jawa Tengah,087811616202,0
APP00424,6354130105677135,Dwi Suryadi,Male,1973-06-24,52,Belum Menikah,0,SD,PNS,31,3470000,Denpasar,Bali,083848595922,0
APP00425,1218061712900161,Lia Sulistyo,perempuan,1972-09-11,54,Belum Menikah,0,S2,Profesional,29,Rp. 21090000,Palembang,Sumatera Selatan,081304331875,0
APP00426,3436102707975010,Andi Karo,Pria,1983-10-14,43,Menikah,2,SMP,Profesional,7,7100000,Denpasar,Bali,087883192134,0
APP00427,1279160703603799,Irfan Ginting,Laki-laki,1968-10-22,58,Cerai,2,S3,BUMN,21,33320000,Medan,Sumatera Utara,087722270510,0
APP00428,6146102709808695,Wahyu Rambe  ,L,1986-05-28,40,Belum Menikah,1,D3,TNI/Polri,7,8030000,Solo,Jawa Tengah,082142687741,1330000
APP00429,3449120612603209,Amelia Hutapea,P,1976-11-17,50,Belum Menikah,0,S3,PNS,13,Rp. 19450000,Makassar,Sulawesi Selatan,087745154809,0
APP00430,1404162011898034,  Citra Lesmana  ,Female,2003-12-14,23,Belum Menikah,0,D3,TNI/Polri,2,7710000,Depok,Jawa Barat,087810509222,0
APP00431,3479011111802773,Reza Nugroho,L,2001-11-18,24,Cerai,2,S2,Wiraswasta,4,12590000,Surabaya,Jawa Timur,085280660138,0
APP00432,1401100909821929,Dian Nasution,L,1988-09-15,38,Menikah,3,D3,BUMN,16,6060000,Bandung,Jawa Barat,081397111212,1660000
APP00433,3525051001844704,  Tina Purnama  ,perempuan,1992-10-15,34,Menikah,5,S3,BUMN,1,24020000,Jakarta,DKI Jakarta,085733432447,0
APP00434,7150051810737109,Fitri Napitupulu,Female,1964-06-19,62,Belum Menikah,0,SMA,Profesional,10,8600000,Malang,Jawa Timur,082258841834,0
APP00435,7105112302820130, Surya Harahap ,Pria,1964-07-09,61,Cerai,2,S1,PNS,29,9780000,Surabaya,Jawa Timur,083812542782,1600000
APP00436,7144162207790658,Sigit Karo,laki-laki,1978-02-13,48,Cerai,2,S1,Profesional,7,17580000,Denpasar,Bali,087816649690,0
APP00437,3112102603827516,Wahyu Hartono,Pria,1993-08-04,33,Cerai,2,S2,Profesional,2,Rp 32980000,Bekasi,Jawa Barat,082132441233,0
APP00438,7351071611847594,Fitri Tanoto,Perempuan,1981-01-06,44,Cerai,0,S2,BUMN,11,17640000,Tangerang,Banten,085226546968,0
APP00439,1351032104688192,  Nanda Napitupulu  ,laki-laki,1993-08-29,32,Cerai,0,SMP,PNS,5,3320000,Manado,Sulawesi Utara,081356262446,0
APP00440,7352010606689416,Citra Harahap,Female,1962-06-14,64,Belum Menikah,0,SMP,BUMN,29,5820000,Solo,Jawa Tengah,085866046419,1570000
APP00441,3220011112974225,  Ela Simbolon  ,P,1981-04-25,44,Cerai,3,SMA,TNI/Polri,13,5940000,Balikpapan,Kalimantan Timur,085860740177,0
APP00442,3158111011629762,Dewi Sembiring  ,Female,1961-10-31,64,Belum Menikah,0,D3,Swasta,1,Rp 9340000,Malang,Jawa Timur,083163218122,1470000
APP00443,7113131712655535,Rina Nasution,Female,1990-06-21,36,Cerai,0,S2,Wiraswasta,1,20690000,Malang,Jawa Timur,085702416139,1270000
APP00444,5136060909629907,Yuni Karo,perempuan,1960-02-20,65,Menikah,1,S3,Profesional,30,36020000,Pontianak,Kalimantan Barat,085106306244,0
APP00445,1459191411985387,Vina Purnama,Wanita,2004-12-27,22,Menikah,4,SMP,PNS,0,3170000,Bogor,Jawa Barat,081255557277,840000
APP00446,6345030712936049,Zainal Raharjo,LAKI-LAKI,1979-02-03,46,Belum Menikah,0,D3,TNI/Polri,18,7450000,Makassar,Sulawesi Selatan,085802992959,0
APP00447,1416041304731813,Novi Tan,perempuan,1973-08-29,52,Cerai,3,S1,Swasta,8,9790000,Jakarta,DKI Jakarta,083168653694,0
APP00448,1360102708702911,Jasmine Simbolon,Perempuan,1964-11-21,61,Cerai,3,S2,TNI/Polri,34,14280000,Medan,Sumatera Utara,085272169666,2440000
APP00449,7161031201986379,Ilham Susanto,laki-laki,1966-05-31,60,Cerai,0,SMP,BUMN,26,6480000,Padang,Sumatera Barat,082175327352,810000
APP00450,6315202706704012,Eka Susanto,Perempuan,1990-12-02,36,Belum Menikah,0,D3,Profesional,7,Rp 13500000,Palembang,Sumatera Selatan,081268761648,0
APP00451,1406121312927210,Arya Ong,Laki-laki,2004-03-25,22,Cerai,0,S1,TNI/Polri,2,Rp9340000,Padang,Sumatera Barat,085191256523,1580000
APP00452,3638151108769310,Putri Harahap,Perempuan,2001-04-14,25,Cerai,1,S2,Swasta,3,22300000,Medan,Sumatera Utara,082184035954,0
APP00453,5133080104974964, Elsa Hartono ,Perempuan,1977-11-20,49,Belum Menikah,0,SMA,TNI/Polri,23,3890000,Manado,Sulawesi Utara,083188679252,540000
APP00454,3244081004742460,Lia Simbolon,Female,1972-05-08,54,Menikah,0,S2,Wiraswasta,24,13930000,Yogyakarta,DI Yogyakarta,083835779083,0
APP00455,6311021510934063,Oki Utomo,Male,1984-06-03,42,Menikah,4,S2,Wiraswasta,17,Rp. 12070000,Surabaya,Jawa Timur,083833720948,0
APP00456,6160041801801197,  Fitri Lim  ,Perempuan,1997-06-19,29,Menikah,1,S3,TNI/Polri,3,17660000,Palembang,Sumatera Selatan,085831893974,4920000
APP00457,3553200908715385,Doni Daulay,L,1993-08-26,33,Cerai,3,D3,TNI/Polri,9,8290000,Medan,Sumatera Utara,083844835488,0
APP00458,3513151111942993,  Yuli Rambe  ,Perempuan,1985-06-05,41,Menikah,1,D3,BUMN,5,8040000,Medan,Sumatera Utara,082248458714,1440000
APP00459,6177142512773748,Candra Sulistyo,Pria,1979-06-25,46,Menikah,5,SMP,Swasta,19,5400000,Semarang,Jawa Tengah,085152455574,1820000
APP00460,3126072212764830,Sri Sinaga,Perempuan,2002-02-23,24,Belum Menikah,1,S3,PNS,1,19600000,Solo,Jawa Tengah,085758833987,0
APP00461,1263080910976145,  Gita Pratama,Perempuan,1975-08-31,51,Cerai,3,SMA,BUMN,2,5840000,Tangerang,Banten,085185741721,0
APP00462,3674182511769121,Jasmine Tanoto,PEREMPUAN,1967-11-03,58,Menikah,0,S3,BUMN,35,28760000,Solo,Jawa Tengah,082115573257,0
APP00463,5163022709638393,Surya Simbolon,L,1988-09-18,37,Cerai,1,S2,BUMN,0,19640000,Bogor,Jawa Barat,081285874951,3400000
APP00464,3410142705897394,Candra Kusuma,Male,1972-03-30,53,Menikah,4,S1,PNS,29,Rp. 10650000,Banjarmasin,Kalimantan Selatan,085212957860,0
APP00465,7342181511729412,Sri Panjaitan,Female,2003-01-09,22,Belum Menikah,0,S3,Profesional,1,30710000,Jakarta,DKI Jakarta,082132342108,3590000
APP00466,3428120103882018,Iwan Santoso,Pria,1984-08-23,41,Belum Menikah,0,SD,Swasta,6,Rp 3920000,Banjarmasin,Kalimantan Selatan,083136077633,1360000
APP00467,1278122406863130,Tina Nugroho,Perempuan,1971-05-05,54,Cerai,0,S1,BUMN,13,8440000,Bandung,Jawa Barat,085274817006,0
APP00468,1350160105800744, Ira Saputra ,perempuan,1978-10-30,48,Menikah,0,SMA,Swasta,22,Rp. 4540000,Malang,Jawa Timur,081228227009,0
APP00469,1324120403618152,Ferry Utomo,Pria,1995-03-06,31,Belum Menikah,0,S1,Swasta,8,7830000,Bekasi,Jawa Barat,085195005070,0
APP00470,3254030408896801,Reza Setiawan,L,1971-06-23,54,Cerai,2,S3,Wiraswasta,0,20450000,Banjarmasin,Kalimantan Selatan,087704774258,0
APP00471,3329032402854626,Winda Utomo,Perempuan,1968-07-19,57,Cerai,1,D3,Wiraswasta,32,IDR 5990000,Medan,Sumatera Utara,085124579889,0
APP00472,1326060103623897, Intan Santoso ,PEREMPUAN,1996-08-16,30,Cerai,3,SMA,Wiraswasta,0,Rp 7850000,Bogor,Jawa Barat,085875396737,0
APP00473,1371152202818505,Nurul Rambe,PEREMPUAN,1972-12-11,53,Cerai,2,SMA,TNI/Polri,11,4070000,Medan,Sumatera Utara,081282137118,1270000
APP00474,1303072412828612,Indah Hutapea,perempuan,2000-05-31,26,Cerai,1,D3,Wiraswasta,6,6440000,Bekasi,Jawa Barat,087880858382,1640000
APP00475,5138131707907668,Lestari Saputra,Female,1990-06-05,35,Cerai,1,S2,TNI/Polri,13,14760000,Makassar,Sulawesi Selatan,081214843991,4980000
APP00476,3445030805686578, Galih Lubis ,Male,1990-02-05,36,Menikah,3,D3,BUMN,13,10330000,Semarang,Jawa Tengah,083823724501,0
APP00477,1344090207761849,Lia Saputra,Wanita,1976-11-01,49,Cerai,3,SMP,Wiraswasta,17,6260000,Padang,Sumatera Barat,083174381199,1970000
APP00478,7366111411765844,Sari Utomo  ,Perempuan,2002-10-16,24,Belum Menikah,0,D3,TNI/Polri,2,4260000,Balikpapan,Kalimantan Timur,085839739641,0
APP00479,3231121911986912,Rini Sembiring,Female,1963-01-27,63,Cerai,0,S1,Wiraswasta,6,7760000,Manado,Sulawesi Utara,085277980660,0
APP00480,3632091501807508,Candra Wibowo,Male,1987-02-27,39,Menikah,2,SMA,TNI/Polri,14,6010000,Jakarta,DKI Jakarta,082138856527,1530000
APP00481,7164062507724337,Muhamad Hutapea,Pria,1984-11-09,41,Menikah,5,S2,Profesional,2,17530000,Padang,Sumatera Barat,085852250139,0
APP00482,7352090512818730,Ela Raharjo,perempuan,1970-07-02,55,Cerai,1,S3,Swasta,4,22530000,Banjarmasin,Kalimantan Selatan,081349915370,5940000
APP00483,3419011004617918,Bagus Permadi,Pria,1960-08-12,65,Menikah,3,D3,PNS,14,5330000,Depok,Jawa Barat,087736289696,0
APP00484,1232181903668315,Elsa Simbolon,P,1989-11-24,36,Belum Menikah,0,SMA,Wiraswasta,2,6730000,Depok,Jawa Barat,087735837490,2010000
APP00485,1419032206644524,Winda Rambe,Female,1994-01-23,31,Menikah,5,D3,Profesional,8,Rp 13030000,Balikpapan,Kalimantan Timur,087776263748,2010000
APP00486,7116032002936779,Bunga Gunawan,Female,1971-11-29,55,Menikah,4,D3,Profesional,0,Rp. 13320000,Manado,Sulawesi Utara,087722071511,3680000
APP00487,5133160303766577,Sri Raharjo,PEREMPUAN,1974-05-22,51,Cerai,0,D3,Wiraswasta,11,11670000,Yogyakarta,DI Yogyakarta,083815718409,1200000
APP00488,7148030604998163,  Bagus Hidayat  ,laki-laki,1971-01-13,54,Menikah,2,SMP,PNS,24,2120000,Malang,Jawa Timur,081329592728,680000
APP00489,3264072003995528,Sigit Susanto,Male,1985-10-26,40,Menikah,4,S1,PNS,5,6550000,Padang,Sumatera Barat,085771815352,0
APP00490,6373192309936459,Umar Suryadi,Male,1975-11-07,51,Menikah,4,SMA,PNS,6,IDR 5910000,Yogyakarta,DI Yogyakarta,085227346666,1460000
APP00491,1208172701721462,Umar Susanto,L,1975-09-17,51,Cerai,2,SMA,PNS,31,4510000,Balikpapan,Kalimantan Timur,087782508004,0
APP00492,3128041503745248,Nadia Hutapea  ,perempuan,1978-06-05,48,Cerai,2,S3,PNS,5,22970000,Banjarmasin,Kalimantan Selatan,087790063140,0
APP00493,5174100711776705,Putra Manurung,Pria,1982-02-16,44,Menikah,4,S3,Wiraswasta,4,17530000,Makassar,Sulawesi Selatan,085743749060,4390000
APP00494,1233131009784665,Indah Utomo,PEREMPUAN,1997-06-12,28,Menikah,0,S2,PNS,7,Rp20310000,Tangerang,Banten,081363187328,3010000
APP00495,6119152001923097,Teguh Sihombing,Male,1980-07-07,45,Menikah,0,SMP,PNS,22,2380000,Medan,Sumatera Utara,087702542573,560000
APP00496,3157032704988660,Rahmat Tampubolon,laki-laki,1990-07-08,35,Menikah,5,S1,Swasta,10,Rp. 12230000,Semarang,Jawa Tengah,085201168809,0
APP00497,7116082511629235,Dian Siahaan,Laki-laki,1961-08-28,64,Menikah,4,SMP,PNS,0,2120000,Malang,Jawa Timur,085896496737,350000
APP00498,5133061212617074,Diana Purnama,perempuan,1971-01-04,55,Belum Menikah,0,SMP,Wiraswasta,18,Rp 3690000,Denpasar,Bali,085783625366,0
APP00499,3432072304963189,Wulan Tanoto,Female,1981-12-12,44,Belum Menikah,0,D3,Wiraswasta,12,7570000,Denpasar,Bali,087757865436,0
APP00500,3350171403880391,Teguh Saputra,Pria,1966-02-27,60,Belum Menikah,0,D3,TNI/Polri,13,3950000,Banjarmasin,Kalimantan Selatan,082149269326,0
APP00501,3203012801811474,Wulan Siregar,PEREMPUAN,1966-06-28,60,Cerai,0,SMA,Wiraswasta,2,IDR 7850000,Semarang,Jawa Tengah,082134159597,0
APP00502,6353061809904608,Bunga Handoko,perempuan,1969-06-13,56,Menikah,1,SMA,Swasta,9,7440000,Makassar,Sulawesi Selatan,083827102676,0
APP00503,7373121102831129,  Lestari Ong  ,P,1977-08-21,49,Belum Menikah,0,S2,Profesional,14,28710000,Jakarta,DKI Jakarta,085721354159,0
APP00504,3307082305767356,Ayu Karo,PEREMPUAN,1988-07-15,37,Belum Menikah,0,SMP,Wiraswasta,16,Rp 4930000,Manado,Sulawesi Utara,083171580290,0
APP00505,1355142306685673,Lukman Tampubolon,L,2003-12-13,23,Belum Menikah,0,D3,Wiraswasta,3,Rp. 10290000,Palembang,Sumatera Selatan,085141715810,2100000
APP00506,3102112810642560,Galih Saputra,Pria,2000-06-06,25,Belum Menikah,0,SMP,PNS,1,3990000,Tangerang,Banten,085219102312,0
APP00507,6126162012717688,Arya Kusuma,Male,1990-08-04,35,Cerai,3,S3,Wiraswasta,2,17670000,Jakarta,DKI Jakarta,081272801234,3690000
